"","date","ExaRank","exascalar","top500rank","green500rank.g","rmax.g","power.g","mflopswatt","how.g","notes.g","year.g","name.g","totalcores.g","computer.g","site.g","manufacturer.g","country.g","segment.g","acceleratorcoprocessorcores.g","rpeak.g","nmax.g","nhalf.g","architecture.g","processor.g","processortechnology.g","processorspeedmhz.g","oatingsystem.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax.t","rpeak.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t","rmax"
"37",2014-11-01,25,-3.067,37,67,1250000,680,1838.235294,"Top500","",2014,"Sisu",40608,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","CSC (Center for Scientific Computing)","Cray Inc.","Finland","Academic",0,"1,689,292.8",3301440,0,"Cluster","Xeon E5-2690v3 12C 2.6GHz","Intel Haswell",2600,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (Haswell)","Cray XC40","Cray XC","Custom Interconnect","Aries interconnect ","Northern Europe","Europe",232,40,118,"Sisu","Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","CSC (Center for Scientific Computing)","Cray Inc.","Finland",2014,"Academic",40608,0,"1250000",1689292.8,3301440,0,680,1838.24,"Cluster","Xeon E5-2690v3 12C 2.6GHz","Intel Haswell",2600,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (Haswell)","Cray XC40","Cray XC","Custom Interconnect","Aries interconnect ","Northern Europe","Europe",1250000
"46",2014-11-01,26,-3.079,46,55,1052000,500,2104,"Top500","",2014,"QB-2",23040,"Dell C8220X Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, NVIDIA K20x","Louisiana Optical Network Initiative","Dell","United States","Academic",13440,"1473600",1799168,0,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Redhat Enterprise Linux 6.4","Linux","NVIDIA K20x",10,"Intel Xeon E5 (IvyBridge)","Dell C8220X Cluster","Dell PowerEdge Cluster","Infiniband","Infiniband FDR","North America","Americas",NA,44,46,"QB-2","Dell C8220X Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, NVIDIA K20x","Louisiana Optical Network Initiative","Dell","United States",2014,"Academic",23040,13440,"1052000",1473600,1799168,0,500,2104,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Redhat Enterprise Linux 6.4","Linux","NVIDIA K20x",10,"Intel Xeon E5 (IvyBridge)","Dell C8220X Cluster","Dell PowerEdge Cluster","Infiniband","Infiniband FDR","North America","Americas",1052000
"20",2014-11-01,27,-3.098,20,106,2098090,2118,990.5996223,"Top500","",2013,"Pangea",110400,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Total Exploration Production","SGI","France","Industry",0,"2296320",3862528,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5 (SandyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","Western Europe","Europe",16,41,11,"Pangea","SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Total Exploration Production","SGI","France",2013,"Industry",110400,0,"2098090",2296320,3862528,0,2118,990.6,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5 (SandyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","Western Europe","Europe",2098090
"59",2014-11-01,28,-3.118,59,41,894439,410.9,2176.780239,"Submission","",2012,"",81920,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","Rensselaer Polytechnic Institute","IBM","United States","Academic",0,"1048576",0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas",43,39,102,"","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","Rensselaer Polytechnic Institute","IBM","United States",2012,"Academic",81920,0,"894439",1048576,0,0,410.9,2176.78,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas",894439
"53",2014-11-01,29,-3.13,53,63,976763,510,1915.221569,"Top500","",2013,"Conte",77520,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P","Purdue University","Hewlett-Packard","United States","Academic",68400,"1341096",1793088,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","Intel Xeon Phi 5110P",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas",39,41,28,"Conte","Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P","Purdue University","Hewlett-Packard","United States",2013,"Academic",77520,68400,"976763",1341096,1793088,0,510,1915.22,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","Intel Xeon Phi 5110P",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas",976763
"77",2014-11-01,30,-3.131,77,17,709700,269.94,2629.102764,"Submission","",2013,"",15840,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband, NVIDIA K20x","Max-Planck-Gesellschaft MPI/IPP","IBM","Germany","Research",9240,"1013100",1048320,0,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","NVIDIA K20x",10,"Intel Xeon E5 (IvyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","Western Europe","Europe",58,42,49,"","iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband, NVIDIA K20x","Max-Planck-Gesellschaft MPI/IPP","IBM","Germany",2013,"Research",15840,9240,"709700",1013100,1048320,0,269.94,2629.1,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","NVIDIA K20x",10,"Intel Xeon E5 (IvyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","Western Europe","Europe",709700
"56",2014-11-01,31,-3.144,56,65,944900,499.5279258,1891.585938,"Submission","",2014,"Piz Dora",30240,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","Swiss National Supercomputing Centre (CSCS)","Cray Inc.","Switzerland","Research",0,"1257984",2885760,0,"Cluster","Xeon E5-2690v3 12C 2.6GHz","Intel Haswell",2600,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (Haswell)","Cray XC40","Cray XC","Custom Interconnect","Aries interconnect ","Western Europe","Europe",NA,44,56,"Piz Dora","Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","Swiss National Supercomputing Centre (CSCS)","Cray Inc.","Switzerland",2014,"Research",30240,0,"944800",1257984,2885760,0,NA,NA,"Cluster","Xeon E5-2690v3 12C 2.6GHz","Intel Haswell",2600,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (Haswell)","Cray XC40","Cray XC","Custom Interconnect","Aries interconnect ","Western Europe","Europe",944800
"41",2014-11-01,32,-3.155,41,77,1097558,697.5,1573.559857,"Derived","",2014,"Magnus",35712,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","Pawsey Supercomputing Centre, Kensington, Western Australia","Cray Inc.","Australia","Research",0,"1,485,619.2",3159744,0,"Cluster","Xeon E5-2690v3 12C 2.6GHz","Intel Haswell",2600,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (Haswell)","Cray XC40","Cray XC","Custom Interconnect","Aries interconnect ","Australia and New Zealand","Oceania",NA,44,41,"Magnus","Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","Pawsey Supercomputing Centre, Kensington, Western Australia","Cray Inc.","Australia",2014,"Research",35712,0,"1097558",1485619.2,3159744,0,NA,NA,"Cluster","Xeon E5-2690v3 12C 2.6GHz","Intel Haswell",2600,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (Haswell)","Cray XC40","Cray XC","Custom Interconnect","Aries interconnect ","Australia and New Zealand","Oceania",1097558
"168",2014-11-01,33,-3.165,168,1,301300,57.153,5271.8142,"Submission","Rmax (=316700) is different from Top500. ",2014,"L-CSC",10976,"ASUS ESC4000 FDR/G2S, Intel Xeon E5-2690v2 10C 3GHz, Infiniband FDR, AMD FirePro S9150","GSI Helmholtz Center","AMD, ASUS, FIAS, GSI","Germany","Research",9856,"593600",1290240,0,"Cluster","Intel Xeon E5-2690v2 10C 3GHz","Intel IvyBridge",3000,"Linux","Linux","AMD FirePro S9150",10,"Intel Xeon E5 (IvyBridge)","ASUS ESC4000 FDR/G2S","ASUS GPU Cluster","Infiniband","Infiniband FDR","Western Europe","Europe",NA,44,168,"","ASUS ESC4000 FDR/G2S, Intel Xeon E5-2690v2 10C 3GHz, Infiniband FDR, AMD FirePro S9150","GSI Helmholtz Center","AMD, ASUS, FIAS, GSI","Germany",2014,"Research",10976,9856,"316700",593600,1290240,0,NA,NA,"Cluster","Intel Xeon E5-2690v2 10C 3GHz","Intel IvyBridge",3000,"Linux","Linux","AMD FirePro S9150",10,"Intel Xeon E5 (IvyBridge)","ASUS ESC4000 FDR/G2S","ASUS GPU Cluster","Infiniband","Infiniband FDR","Western Europe","Europe",316700
"17",2014-11-01,34,-3.173,17,212,2566000,4040,635.1485149,"Top500","",2010,"Tianhe-1A",186368,"NUDT YH MPP, Xeon X5670 6C 2.93 GHz, NVIDIA 2050","National Supercomputing Center in Tianjin","NUDT","China","Research",100352,"4701000",3600000,1000000,"MPP","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","NVIDIA 2050",6,"Xeon 5600-series (Westmere-EP)","NUDT YH MPP","NUDT MPP","Proprietary Network","Proprietary","Eastern Asia","Asia",14,36,1,"Tianhe-1A","NUDT YH MPP, Xeon X5670 6C 2.93 GHz, NVIDIA 2050","National Supercomputing Center in Tianjin","NUDT","China",2010,"Research",186368,100352,"2566000",4701000,3600000,1000000,4040,635.15,"MPP","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","NVIDIA 2050",6,"Xeon 5600-series (Westmere-EP)","NUDT YH MPP","NUDT MPP","Proprietary Network","Proprietary","Eastern Asia","Asia",2566000
"13",2014-11-01,35,-3.186,13,229,3143520,6327.55,496.798762,"Derived","",2014,"",225984,"Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect ","Government","Cray Inc.","United States","Government",0,"4,881,254.4",2541684,0,"MPP","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect ","North America","Americas",10,43,10,"","Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect ","Government","Cray Inc.","United States",2014,"Government",225984,0,"3143520",4881254.4,2541684,0,NA,NA,"MPP","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect ","North America","Americas",3143520
"72",2014-11-01,36,-3.186,72,34,715551,328,2181.557927,"Submission","",2012,"Cetus",65536,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","DOE/SC/Argonne National Laboratory","IBM","United States","Research",0,"838861",0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas",54,39,100,"Cetus","BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","DOE/SC/Argonne National Laboratory","IBM","United States",2012,"Research",65536,0,"715551",838861,0,0,328,2181.56,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas",715551
"74",2014-11-01,37,-3.186,74,35,715551,328,2181.557927,"Submission","",2012,"BGQ",65536,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","SOSCIP/LKSAVI/University of Toronto","IBM","Canada","Academic",0,"838861",0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas",110,40,68,"BGQ","BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","SOSCIP/LKSAVI/University of Toronto","IBM","Canada",2012,"Academic",65536,0,"715551",838861,0,0,328,2181.56,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas",715551
"73",2014-11-01,38,-3.187,73,45,715551,328.75,2176.580989,"Submission","",2012,"Zumbrota",65536,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","EDF R&D","IBM","France","Industry",0,"838861",0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Western Europe","Europe",55,39,30,"Zumbrota","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","EDF R&D","IBM","France",2012,"Industry",65536,0,"715551",838861,0,0,328.75,2176.58,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Western Europe","Europe",715551
"75",2014-11-01,39,-3.187,75,39,715551,328.7,2176.912078,"Submission","",2013,"EPFL Blue Brain IV",65536,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","Swiss National Supercomputing Centre (CSCS)","IBM","Switzerland","Research",0,"838861",0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Western Europe","Europe",56,42,47,"EPFL Blue Brain IV","BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","Swiss National Supercomputing Centre (CSCS)","IBM","Switzerland",2013,"Research",65536,0,"715551",838861,0,0,328.7,2176.91,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Western Europe","Europe",715551
"76",2014-11-01,40,-3.187,76,46,715551,328.75,2176.580989,"Submission","",2012,"Avoca",65536,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","Victorian Life Sciences Computation Initiative","IBM","Australia","Research",0,"838861",0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Australia and New Zealand","Oceania",57,39,31,"Avoca","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","Victorian Life Sciences Computation Initiative","IBM","Australia",2012,"Research",65536,0,"715551",838861,0,0,328.75,2176.58,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Australia and New Zealand","Oceania",715551
"45",2014-11-01,41,-3.188,45,80,1052500,715.4,1471.20492,"Submission","Rmax different from Top500",2013,"Cartesius",38880,"Bullx DLC B710/B720 Blades, Xeon E5-2695 v2 2.4GHz E5-2690v3 2.6GHz, Infiniband FDR","SURFsara","Bull SA","Netherlands","Academic",0,"1327104",3110400,0,"Cluster","Xeon E5-2690v3 12C 2.6GHz","Intel Haswell",2600,"bullx SCS","Linux","None",12,"Intel Xeon E5 (Haswell)","Bullx DLC B710 Blades","Bull Bullx","Infiniband","Infiniband FDR","Western Europe","Europe",224,42,184,"Cartesius","Bullx DLC B710/B720 Blades, Xeon E5-2695 v2 2.4GHz E5-2690v3 2.6GHz, Infiniband FDR","SURFsara","Bull SA","Netherlands",2013,"Academic",38880,0,"1052510",1327104,3110400,0,470.4,2237.48,"Cluster","Xeon E5-2690v3 12C 2.6GHz","Intel Haswell",2600,"bullx SCS","Linux","None",12,"Intel Xeon E5 (Haswell)","Bullx DLC B710 Blades","Bull Bullx","Infiniband","Infiniband FDR","Western Europe","Europe",1052510
"70",2014-11-01,42,-3.194,70,60,745997,365.8,2039.357572,"Top500","",2014,"COMA (PACS-IX)",55664,"Cray CS300 1027GR, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR, Intel Xeon Phi 7110P","Center for Computational Sciences, University of Tsukuba","Cray Inc.","Japan","Academic",47824,"998502",1638400,0,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","Intel Xeon Phi 7110P",10,"Intel Xeon E5 (IvyBridge)","Cray CS300 1027GR","Cray CS300","Infiniband","Infiniband FDR","Eastern Asia","Asia",51,43,51,"COMA (PACS-IX)","Cray CS300 1027GR, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR, Intel Xeon Phi 7110P","Center for Computational Sciences, University of Tsukuba","Cray Inc.","Japan",2014,"Academic",55664,47824,"745997",998502,1638400,0,365.8,2039.36,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","Intel Xeon Phi 7110P",10,"Intel Xeon E5 (IvyBridge)","Cray CS300 1027GR","Cray CS300","Infiniband","Infiniband FDR","Eastern Asia","Asia",745997
"69",2014-11-01,43,-3.201,69,61,758873,387.2,1959.899277,"Top500","",2011,"Endeavor",51392,"Intel Cluster, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR, Intel Xeon Phi 7110","Intel","Intel","United States","Industry",42944,"933,481.47",1564544,0,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","Intel Xeon Phi 7110",12,"Intel Xeon E5 (IvyBridge)","Intel Cluster","Intel Cluster","Infiniband","Infiniband FDR","North America","Americas",50,35,112,"Endeavor","Intel Cluster, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR, Intel Xeon Phi 7110","Intel","Intel","United States",2011,"Industry",51392,42944,"758873",933481.47,1564544,0,387.2,1959.9,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","Intel Xeon Phi 7110",12,"Intel Xeon E5 (IvyBridge)","Intel Cluster","Intel Cluster","Infiniband","Infiniband FDR","North America","Americas",758873
"81",2014-11-01,44,-3.23,81,58,658112,320,2056.6,"Top500","",2014,"Polytechnic RSC Tornado",19936,"RSC Tornado, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR","St. Petersburg Polytechnic University","RSC Group","Russia","Academic",0,"829,337.6",2253120,0,"Cluster","Xeon E5-2697v3 14C 2.6GHz","Intel Haswell",2600,"Cell OS","Unix","None",14,"Intel Xeon E5 (Haswell)","RSC Tornado","RSC Cluster","Infiniband","Infiniband FDR","Eastern Europe","Europe",NA,44,81,"Polytechnic RSC Tornado","RSC Tornado, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR","St. Petersburg Polytechnic University","RSC Group","Russia",2014,"Academic",19936,0,"658112",829337.6,2253120,0,320,2056.6,"Cluster","Xeon E5-2697v3 14C 2.6GHz","Intel Haswell",2600,"Cell OS","Unix","None",14,"Intel Xeon E5 (Haswell)","RSC Tornado","RSC Cluster","Infiniband","Infiniband FDR","Eastern Europe","Europe",658112
"34",2014-11-01,45,-3.24,34,102,1283311.9,1260,1018.501508,"Submission","",2013,"",65320,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR","Max-Planck-Gesellschaft MPI/IPP","IBM","Germany","Research",0,"1463168",0,0,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Western Europe","Europe",27,42,31,"","iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR","Max-Planck-Gesellschaft MPI/IPP","IBM","Germany",2013,"Research",65320,0,"1,283,311.9",1463168,0,0,1260,1018.5,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Western Europe","Europe",1283311.9
"93",2014-11-01,46,-3.254,93,23,421200,179.15,2351.1,"Submission","Rmax different from Top500",2012,"SANAM",38400,"Adtech, ASUS ESC4000/FDR G2, Xeon E5-2650 8C 2.000GHz, Infiniband FDR, AMD FirePro S10000","King Abdulaziz City for Science and Technology","Adtech","Saudi Arabia","Research",33600,"1098000",1904640,0,"Cluster","Xeon E5-2650 8C 2GHz","Intel SandyBridge",2000,"Linux","Linux","AMD FirePro S10000",8,"Intel Xeon E5 (SandyBridge)","Adtech ESC4000/FDR G2","Adtech Cluster","Infiniband","Infiniband FDR","Western Asia","Asia",70,40,52,"SANAM","Adtech, ASUS ESC4000/FDR G2, Xeon E5-2650 8C 2.000GHz, Infiniband FDR, AMD FirePro S10000","King Abdulaziz City for Science and Technology","Adtech","Saudi Arabia",2012,"Research",38400,33600,"532600",1098000,1904640,0,179.15,2972.93,"Cluster","Xeon E5-2650 8C 2GHz","Intel SandyBridge",2000,"Linux","Linux","AMD FirePro S10000",8,"Intel Xeon E5 (SandyBridge)","Adtech ESC4000/FDR G2","Adtech Cluster","Infiniband","Infiniband FDR","Western Asia","Asia",532600
"31",2014-11-01,47,-3.255,31,137,1415470,1606,881.3636364,"Top500","",2012,"Spirit",73584,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Air Force Research Laboratory","SGI","United States","Government",0,"1,530,547.2",3128832,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Redhat Enterprise Linux 6","Linux","None",8,"Intel Xeon E5 (SandyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","North America","Americas",24,40,69,"Spirit","SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Air Force Research Laboratory","SGI","United States",2012,"Government",73584,0,"1415470",1530547.2,3128832,0,1606,881.36,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Redhat Enterprise Linux 6","Linux","None",8,"Intel Xeon E5 (SandyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","North America","Americas",1415470
"94",2014-11-01,48,-3.269,94,32,531600,237,2243.037975,"Top500","",2013,"HPCC",10920,"Cluster Platform SL250s Gen8, Xeon E5-2665 8C 2.400GHz, Infiniband FDR, Nvidia K20m","University of Southern California","Hewlett-Packard","United States","Academic",6760,"690352",1377280,0,"Cluster","Xeon E5-2665 8C 2.4GHz","Intel SandyBridge",2400,"Linux","Linux","Nvidia K20m",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas",71,41,53,"HPCC","Cluster Platform SL250s Gen8, Xeon E5-2665 8C 2.400GHz, Infiniband FDR, Nvidia K20m","University of Southern California","Hewlett-Packard","United States",2013,"Academic",10920,6760,"531600",690352,1377280,0,237,2243.04,"Cluster","Xeon E5-2665 8C 2.4GHz","Intel SandyBridge",2400,"Linux","Linux","Nvidia K20m",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas",531600
"91",2014-11-01,49,-3.275,91,44,536663,246.56,2176.602044,"Submission","",2012,"SAKURA",49152,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","High Energy Accelerator Research Organization /KEK","IBM","Japan","Research",0,"629146",0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Eastern Asia","Asia",68,39,36,"SAKURA","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","High Energy Accelerator Research Organization /KEK","IBM","Japan",2012,"Research",49152,0,"536663",629146,0,0,246.56,2176.6,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Eastern Asia","Asia",536663
"92",2014-11-01,50,-3.275,92,43,536663,246.56,2176.602044,"Submission","",2012,"HIMAWARI",49152,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","High Energy Accelerator Research Organization /KEK","IBM","Japan","Research",0,"629146",0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Eastern Asia","Asia",69,40,42,"HIMAWARI","BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","High Energy Accelerator Research Organization /KEK","IBM","Japan",2012,"Research",49152,0,"536663",629146,0,0,246.56,2176.6,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Eastern Asia","Asia",536663
