"","top500rank","green500rank.g","rmax.g","power.g","mflopswatt.g","how.g","year.g","name.g","totalcores.g","manufacturer.g","site.g","country.g","rpeak.g","segment.g","acceleratorcoprocessorcores.g","nmax.g","architecture.g","processor.g","processorfamily.g","procfrequency.g","os.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax.t","rpeak.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t"
"93",93,102,350729,400.68,875.3344315,"Submission",2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",20160,"IBM","Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC)","United States",419328,"Government",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",78,40,62,"Pershing","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC)","IBM","United States",2012,"Government",20160,0,350729,419328,0,0,401,875,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas"
"94",94,124,347400,421.2,824.7863248,"Top500",2012,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR",20480,"Cray Inc.","Lawrence Livermore National Laboratory","United States",425984,"Research",0,2168320,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Appro Xtreme-X Supercomputer","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas",79,39,46,"Cab","Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Lawrence Livermore National Laboratory","Cray Inc.","United States",2012,"Research",20480,0,347400,425984,2168320,0,421,825,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Appro Xtreme-X Supercomputer","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas"
"95",95,136,347400,448,775.4464286,"Top500",2011,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",20480,"Cray Inc.","Los Alamos National Laboratory","United States",425984,"Research",0,2168320,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"RHEL 6.2","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Xtreme-X GreenBlade GB512X","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas",80,38,45,"Luna","Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Los Alamos National Laboratory","Cray Inc.","United States",2011,"Research",20480,0,347400,425984,2168320,1084160,448,775,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"RHEL 6.2","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Xtreme-X GreenBlade GB512X","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas"
"96",96,158,346070,500,692.14,"Top500",2012,"Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR",18144,"Bull SA","Commissariat a l'Energie Atomique (CEA)/CCRT","France",391910.4,"Research",0,1560384,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"bullx SUperCOmputer Suite A.E.2.1","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Bullx B510","Bull Bullx","Infiniband","Infiniband QDR","Western Europe","Europe",192,39,97,"airain","Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","Commissariat a l'Energie Atomique (CEA)/CCRT","Bull SA","France",2012,"Research",18144,0,346070,391910,1560384,0,500,692,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"bullx SUperCOmputer Suite A.E.2.1","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Bullx B510","Bull Bullx","Infiniband","Infiniband QDR","Western Europe","Europe"
"97",97,277,339500,1382.4,245.5873843,"Derived",2013,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",18432,"SGI","Air Force Research Laboratory","United States",383386,"Government",0,2049600,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5 (SandyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","North America","Americas",81,41,81,"","SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Air Force Research Laboratory","SGI","United States",2013,"Government",18432,0,339500,383386,2049600,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5 (SandyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","North America","Americas"
"98",98,129,336800,421.2,799.620133,"Top500",2012,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR",19712,"Cray Inc.","Sandia National Laboratories","United States",410010,"Research",0,2108876,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Appro Xtreme-X Supercomputer","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas",82,39,52,"Pecos","Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Sandia National Laboratories","Cray Inc.","United States",2012,"Research",19712,0,336800,410010,2108876,1054438,421,800,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Appro Xtreme-X Supercomputer","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas"
"99",99,117,334377,386.56,865.006726,"Top500",2012,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, Infiniband FDR",17408,"Hewlett-Packard","CSIR Centre for Mathematical Modelling and Computer Simulation","India",362086.4,"Research",0,2712832,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Infiniband","Infiniband FDR","South-central Asia","Asia",95,39,58,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, Infiniband FDR","CSIR Fourth Paradigm Institute (CSIR-4PI)","Hewlett-Packard","India",2012,"Research",17408,0,334377,362086,2712832,0,387,865,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Infiniband","Infiniband FDR","South-central Asia","Asia"
"100",100,146,332000,453.6,731.9223986,"Top500",2011,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",19680,"Cray Inc.","Sandia National Laboratories","United States",409344,"Research",0,2086572,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"RHEL 6.2","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Xtreme-X GreenBlade GB512X","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas",83,38,61,"Chama","Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Sandia National Laboratories","Cray Inc.","United States",2011,"Research",19680,0,332000,409344,2086572,1043286,454,732,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"RHEL 6.2","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Xtreme-X GreenBlade GB512X","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas"
"101",101,105,327347,373.97,875.3295719,"Submission",2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",18816,"IBM","Navy DSRC","United States",391373,"Government",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",84,40,73,"Kilrain","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Navy DSRC","IBM","United States",2012,"Government",18816,0,327347,391373,0,0,374,875,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas"
"102",102,106,327347,373.97,875.3295719,"Submission",2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",18816,"IBM","Navy DSRC","United States",391373,"Government",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",85,40,72,"Haise","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Navy DSRC","IBM","United States",2012,"Government",18816,0,327347,391373,0,0,374,875,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas"
"103",103,479,325138,4323.6,75.20075863,"Derived",2013,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet",57648,"Hewlett-Packard","Software Company (M)","United States",830131,"Industry",0,0,"Cluster","Xeon E5-2450L 8C 1.800GHz","Intel SandyBridge",1800,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360e Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",NA,42,103,"","Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","Software Company (M)","Hewlett-Packard","United States",2013,"Industry",57648,0,325138,830131,0,0,NA,NA,"Cluster","Xeon E5-2450L 8C 1.800GHz","Intel SandyBridge",1800,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360e Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"104",104,417,322900,2456.4,131.4525322,"Derived",2011,"SGI ICE 8400EX, Xeon X5690 6C 3.470GHz, Infiniband QDR",27600,"SGI","NOAA Environmental Security Computer Center","United States",382648.32,"Research",0,2322432,"MPP","Xeon X5690 6C 3.470GHz","Intel Nehalem",3470,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","SGI ICE 8400EX","SGI ICE","Infiniband","Infiniband QDR","North America","Americas",86,38,71,"Zeus","SGI ICE 8400EX, Xeon X5690 6C 3.470GHz, Infiniband QDR","NOAA Environmental Security Computer Center","SGI","United States",2011,"Research",27600,0,322900,382648,2322432,0,NA,NA,"MPP","Xeon X5690 6C 3.470GHz","Intel Nehalem",3470,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","SGI ICE 8400EX","SGI ICE","Infiniband","Infiniband QDR","North America","Americas"
"105",105,267,319560.4,1267.2,252.178346,"Derived",2011,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, NVIDIA 2090",16896,"Hewlett-Packard","Georgia Institute of Technology","United States",614539.2,"Research",12672,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","NVIDIA 2090",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas",87,36,118,"Keeneland","Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, NVIDIA 2090","Georgia Institute of Technology","Hewlett-Packard","United States",2011,"Research",16896,12672,319560,614539,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","NVIDIA 2090",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas"
"106",106,74,318443,349.6,910.8781465,"Submission",2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",16832,"IBM","National Center for Medium Range Weather Forecast","India",350106,"Research",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","South-central Asia","Asia",89,41,89,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","National Center for Medium Range Weather Forecast","IBM","India",2013,"Research",16832,0,318443,350106,0,0,350,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","South-central Asia","Asia"
"107",107,156,318000,446.4,712.3655914,"Top500",2010,"Bullx B510, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",17856,"Bull SA","Atomic Weapons Establishment","United Kingdom",371404.8,"Classified",0,2668480,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Bullx B510","Bull Bullx","Infiniband","Infiniband QDR","Northern Europe","Europe",90,36,53,"Blackthorn","Bullx B510, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Atomic Weapons Establishment","Bull SA","United Kingdom",2010,"Classified",17856,0,318000,371405,2668480,0,446,712,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Bullx B510","Bull Bullx","Infiniband","Infiniband QDR","Northern Europe","Europe"
"108",108,314,317900,1369.55,232.1200394,"Derived",2013,"Fujitsu PRIMERGY CX400, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR, Xeon Phi 3120p",23478,"Fujitsu","Information Technology Center, Nagoya University","Japan",465592,"Academic",10374,2038272,"Cluster","Intel Xeon E5-2697v2 12C 2.700GHz","Intel IvyBridge",2700,"Linux","Linux","Intel Xeon Phi 3120p",12,"Intel Xeon E5 (IvyBridge)","Fujitsu PRIMERGY CX400","Fujitsu Cluster","Infiniband","Infiniband FDR","Eastern Asia","Asia",NA,42,108,"","Fujitsu PRIMERGY CX400, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR, Xeon Phi 3120p","Information Technology Center, Nagoya University","Fujitsu","Japan",2013,"Academic",23478,10374,317900,465592,2038272,0,NA,NA,"Cluster","Intel Xeon E5-2697v2 12C 2.700GHz","Intel IvyBridge",2700,"Linux","Linux","Intel Xeon Phi 3120p",12,"Intel Xeon E5 (IvyBridge)","Fujitsu PRIMERGY CX400","Fujitsu Cluster","Infiniband","Infiniband FDR","Eastern Asia","Asia"
"109",109,443,317781.9,2759.4,115.1634051,"Derived",2013,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",36792,"Hewlett-Packard","IT Services Provider ","China",676973,"Industry",0,0,"Cluster","Xeon E5-2630 6C 2.300GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",NA,42,109,"","Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","China",2013,"Industry",36792,0,317782,676973,0,0,NA,NA,"Cluster","Xeon E5-2630 6C 2.300GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"110",110,373,316400,1711.6,184.8562748,"Derived",2010,"Cray XE6 12-core 2.1 GHz",45120,"Cray Inc.","Korea Meteorological Administration","Korea, South",379008,"Research",0,0,"MPP","Opteron 6172 12C 2.100GHz","AMD x86_64",2100,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","Eastern Asia","Asia",92,36,19,"Haedam","Cray XE6 12-core 2.1 GHz","Korea Meteorological Administration","Cray Inc.","Korea, South",2010,"Research",45120,0,316400,379008,0,0,NA,NA,"MPP","Opteron 6172 12C 2.100GHz","AMD x86_64",2100,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","Eastern Asia","Asia"
"111",111,374,316400,1711.6,184.8562748,"Derived",2010,"Cray XE6 12-core 2.1 GHz",45120,"Cray Inc.","Korea Meteorological Administration","Korea, South",379008,"Research",0,0,"MPP","Opteron 6172 12C 2.100GHz","AMD x86_64",2100,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","Eastern Asia","Asia",91,36,20,"Haeon","Cray XE6 12-core 2.1 GHz","Korea Meteorological Administration","Cray Inc.","Korea, South",2010,"Research",45120,0,316400,379008,0,0,NA,NA,"MPP","Opteron 6172 12C 2.100GHz","AMD x86_64",2100,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","Eastern Asia","Asia"
"112",112,203,316200,780,405.3846154,"Top500",2011,"Cray XE6, Opteron 6272 16C 2.10 GHz, Cray Gemini interconnect",47840,"Cray Inc.","Swiss National Supercomputing Centre (CSCS)","Switzerland",401856,"Research",0,2294400,"MPP","Opteron 6272 16C 2.100GHz","AMD x86_64",2100,"Linux","Linux","None",16,"Opteron 6200 Series ""Interlagos""","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","Western Europe","Europe",93,34,21,"Monte Rosa","Cray XE6, Opteron 6272 16C 2.10 GHz, Cray Gemini interconnect","Swiss National Supercomputing Centre (CSCS)","Cray Inc.","Switzerland",2011,"Research",47840,0,316200,401856,2294400,0,780,405,"MPP","Opteron 6272 16C 2.100GHz","AMD x86_64",2100,"Linux","Linux","None",16,"Opteron 6200 Series ""Interlagos""","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","Western Europe","Europe"
"113",113,427,311558.6,2445.3,127.411197,"Derived",2013,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",32604,"Hewlett-Packard","IT Service Provider (D)","United States",652080,"Industry",0,0,"Cluster","Xeon E5-2640 6C 2.500GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8 ","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",NA,42,113,"","Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","IT Service Provider (D)","Hewlett-Packard","United States",2013,"Industry",32604,0,311559,652080,0,0,NA,NA,"Cluster","Xeon E5-2640 6C 2.500GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8 ","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"114",114,425,310171.2,2432.7,127.5008016,"Derived",2013,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",32436,"Hewlett-Packard","IT Service Provider (B)","United States",648720,"Industry",0,0,"Cluster","Xeon E5-2640 6C 2.500GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",NA,42,114,"","Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","IT Service Provider (B)","Hewlett-Packard","United States",2013,"Industry",32436,0,310171,648720,0,0,NA,NA,"Cluster","Xeon E5-2640 6C 2.500GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"115",115,107,303965,347.26,875.3239648,"Submission",2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",17472,"IBM","Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC)","United States",363418,"Government",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",94,40,81,"Hercules","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC)","IBM","United States",2012,"Government",17472,0,303965,363418,0,0,347,875,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas"
"116",116,424,302600.1,2364.3,127.9871844,"Derived",2013,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",31524,"Hewlett-Packard","IT Service Provider","United States",630480,"Industry",0,0,"Cluster","Xeon E5-2640 6C 2.500GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8 ","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",NA,42,116,"","Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","IT Service Provider","Hewlett-Packard","United States",2013,"Industry",31524,0,302600,630480,0,0,NA,NA,"Cluster","Xeon E5-2640 6C 2.500GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8 ","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"117",117,155,299300,416.78,718.1246701,"Top500",2011,"Supermicro Cluster, QC Opteron 2.1 GHz, ATI Radeon GPU, Infiniband",16368,"Clustervision/Supermicro","Universitaet Frankfurt","Germany",508499.2,"Academic",0,2095104,"Cluster","Opteron 6172 12C 2.100GHz","AMD x86_64",2100,"Linux","Linux","ATI GPU",12,"Opteron 6100-series ""Magny-Cours"" ","SuperServer 2022TG-GIBQRF","Supermicro SuperServer","Infiniband","Infiniband QDR","Western Europe","Europe",97,37,22,"LOEWE-CSC","Supermicro Cluster, QC Opteron 2.1 GHz, ATI Radeon GPU, Infiniband","Universitaet Frankfurt","Clustervision/Supermicro","Germany",2011,"Academic",16368,0,299300,508499,2095104,0,417,718,"Cluster","Opteron 6172 12C 2.100GHz","AMD x86_64",2100,"Linux","Linux","ATI GPU",12,"Opteron 6100-series ""Magny-Cours"" ","SuperServer 2022TG-GIBQRF","Supermicro SuperServer","Infiniband","Infiniband QDR","Western Europe","Europe"
