"","date","ExaRank","exascalar","top500rank","green500rank.g","rmax.g","power.g","mflopswatt","how.g","year.g","computer.g","name.g","totalcores.g","site.g","manufacturer.g","country.g","segment.g","acceleratorcoprocessorcores.g","rpeak.g","nmax.g","nhalf.g","architecture.g","processor.g","processorfamily.g","procfrequency.g","oatingsystem.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax","rpeak.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t"
"268",2014-06-01,136,-3.792,268,61,191500,169,1133.14,"Top500",2013,"NEC LX-2400, Intel Xeon E5-2660v2 10C 2.200GHz, Infiniband QDR","Emmy",11200,"Universitaet Erlangen - Regionales Rechenzentrum Erlangen","NEC","Germany","Academic",0,197120,1951840,0,"Cluster","Intel Xeon E5-2660v2 10C 2.2GHz","Intel IvyBridge",2200,"CentOS","Linux","None",10,"Intel Xeon E5 (IvyBridge)","NEC LX-2400","NEC Cluster","Infiniband","Infiniband QDR","Western Europe","Europe",210,42,210,"Emmy","NEC LX-2400, Intel Xeon E5-2660v2 10C 2.200GHz, Infiniband QDR","Universitaet Erlangen - Regionales Rechenzentrum Erlangen","NEC","Germany",2013,"Academic",11200,0,191500,197120,1951840,0,169,1133,"Cluster","Intel Xeon E5-2660v2 10C 2.2GHz","Intel IvyBridge",2200,"CentOS","Linux","None",10,"Intel Xeon E5 (IvyBridge)","NEC LX-2400","NEC Cluster","Infiniband","Infiniband QDR","Western Europe","Europe"
"145",2014-06-01,137,-3.795,145,165,299300,416.78,718.12,"Top500",2011,"SuperServer 2022TG-GIBQRF, Opteron 6172 12C 2.1GHz, Infiniband QDR, ATI HD 5870","LOEWE-CSC",44928,"Universitaet Frankfurt","Clustervision/Supermicro","Germany","Academic",24576,588748.8,2095104,0,"Cluster","Opteron 6172 12C 2.1GHz","AMD x86_64",2100,"Linux","Linux","ATI HD 5870",12,"Opteron 6100-series ""Magny-Cours""","SuperServer 2022TG-GIBQRF","Supermicro SuperServer","Infiniband","Infiniband QDR","Western Europe","Europe",117,37,22,"LOEWE-CSC","SuperServer 2022TG-GIBQRF, Opteron 6172 12C 2.1GHz, Infiniband QDR, ATI HD 5870","Universitaet Frankfurt","Clustervision/Supermicro","Germany",2011,"Academic",44928,24576,299300,588749,2095104,0,417,718,"Cluster","Opteron 6172 12C 2.1GHz","AMD x86_64",2100,"Linux","Linux","ATI HD 5870",12,"Opteron 6100-series ""Magny-Cours"" ","SuperServer 2022TG-GIBQRF","Supermicro SuperServer","Infiniband","Infiniband QDR","Western Europe","Europe"
"169",2014-06-01,138,-3.803,169,149,273973,358.5,764.22,"Submission",2013,"Fujitsu PRIMERGY CX250 S1, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","TEIDE-HPC",16384,"Instituto Tecnológico y de Energías Renovables S.A.","Fujitsu","Spain","Research",0,340787.2,1887312,1334592,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"CentOS","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Fujitsu PRIMERGY CX250 S1","Fujitsu Cluster","Infiniband","Infiniband QDR","Southern Europe","Europe",138,42,138,"TEIDE-HPC","Fujitsu PRIMERGY CX250 S1, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Instituto Tecnológico y de Energías Renovables S.A.","Fujitsu","Spain",2013,"Research",16384,0,273973,340787,1887312,1334592,312,878,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"CentOS","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Fujitsu PRIMERGY CX250 S1","Fujitsu Cluster","Infiniband","Infiniband QDR","Southern Europe","Europe"
"214",2014-06-01,139,-3.804,214,94,228842.88,251.26,910.78,"Submission",2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","",12096,"Geoscience","IBM","United States","Industry",0,251596.8,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",176,41,230,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Geoscience","IBM","United States",2013,"Industry",12096,0,228843,251597,0,0,251,911,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas"
"243",2014-06-01,140,-3.805,243,69,206304,205,1006.36,"Top500",2014,"MEGWARE MiriQuid, Intel Xeon E5-2670v2 10C 2.5GHz, Infiniband FDR","ForHLR1",10800,"Karlsruher Institut für Technologie (KIT)","MEGWARE","Germany","Academic",0,216000,1898400,336000,"Cluster","Intel Xeon E5-2670v2 10C 2.5GHz","Intel IvyBridge",2500,"Redhat Enterprise Linux 6.5","Linux","None",10,"Intel Xeon E5 (IvyBridge)","MEGWARE MiriQuid","MEGWARE Cluster","Infiniband","Infiniband FDR","Western Europe","Europe",NA,43,243,"ForHLR1","MEGWARE MiriQuid, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR","Karlsruher Institut für Technologie (KIT) ","MEGWARE","Germany",2014,"Academic",10800,0,206304,216000,1898400,336000,205,1006,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Redhat Enterprise Linux 6.5","Linux","None",10,"Intel Xeon E5 (IvyBridge)","MEGWARE MiriQuid","MEGWARE Cluster","Infiniband","Infiniband FDR","Western Europe","Europe"
"224",2014-06-01,141,-3.806,224,85,222739.58,239.6,929.63,"Submission",2014,"IBM NeXtScale nx360M4, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR","Blue Wonder",11520,"Science and Technology Facilities Council - Daresbury Laboratory","IBM","United Kingdom","Research",0,248832,0,0,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband FDR","Northern Europe","Europe",NA,43,224,"Blue Wonder","IBM NeXtScale nx360M4, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR","Science and Technology Facilities Council - Daresbury Laboratory","IBM","United Kingdom",2014,"Research",11520,0,222740,248832,0,0,240,930,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband FDR","Northern Europe","Europe"
"217",2014-06-01,142,-3.807,217,91,227026.67,249.26,910.8,"Submission",2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","IRIDIS 4",12000,"University of Southampton","IBM","United Kingdom","Academic",0,249600,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Northern Europe","Europe",179,42,179,"IRIDIS 4","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","University of Southampton","IBM","United Kingdom",2013,"Academic",12000,0,227027,249600,0,0,249,911,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Northern Europe","Europe"
"225",2014-06-01,143,-3.813,225,98,222664,245,908.83,"Top500",2013,"Bullx DLC B710 Blades, Intel Xeon E5-2695v2 12C 2.400GHz, Infiniband FDR","Cartesius",12960,"SURFsara","Bull SA","Netherlands","Academic",0,248832,1948464,0,"Cluster","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"Bullx Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Bullx DLC B710 Blades","Bull Bullx","Infiniband","Infiniband FDR","Western Europe","Europe",184,42,184,"Cartesius","Bullx DLC B710 Blades, Intel Xeon E5-2695v2 12C 2.400GHz, Infiniband FDR","SURFsara","Bull SA","Netherlands",2013,"Academic",12960,0,222664,248832,1948464,0,245,909,"Cluster","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"Bullx Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Bullx DLC B710 Blades","Bull Bullx","Infiniband","Infiniband FDR","Western Europe","Europe"
"72",2014-06-01,144,-3.823,72,231,516897,1363.2,379.18,"Derived",2014,"HP POD - Cluster Platform BL460c, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR","HPC4",27264,"Airbus","Hewlett-Packard","France","Industry",0,588902.4,3055402,0,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","HP POD - Cluster Platform BL460c","HP Pod","Infiniband","Infiniband FDR","Western Europe","Europe",NA,43,72,"HPC4","HP POD - Cluster Platform BL460c, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR","Airbus","Hewlett-Packard","France",2014,"Industry",27264,0,516897,588902,3055402,0,NA,NA,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","HP POD - Cluster Platform BL460c","HP Pod","Infiniband","Infiniband FDR","Western Europe","Europe"
"255",2014-06-01,145,-3.838,255,75,194154,201.7,962.59,"Top500",2014,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR","Euler",9984,"ETH Zuerich","Hewlett-Packard","Switzerland","Academic",0,215654.4,1737200,0,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Infiniband","Infiniband FDR","Western Europe","Europe",NA,43,255,"Euler","Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR","ETH Zuerich","Hewlett-Packard","Switzerland",2014,"Academic",9984,0,194154,215654,1737200,0,202,963,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Infiniband","Infiniband FDR","Western Europe","Europe"
"258",2014-06-01,146,-3.84,258,76,193350,201.83,957.98,"Submission",2014,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2 10C 2.500GHz, Infiniband FDR","",10000,"IBM Development Engineering","IBM","United States","Vendor",0,2e+05,0,0,"Cluster","Intel Xeon E5-2670v2 10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband FDR","North America","Americas",NA,43,258,"","IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR","IBM Development Engineering","IBM","United States",2014,"Vendor",10000,0,193350,200000,0,0,202,958,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband FDR","North America","Americas"
"259",2014-06-01,147,-3.84,259,77,193350,201.83,957.98,"Submission",2014,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2 10C 2.500GHz, Infiniband FDR","",10000,"IBM Development Engineering","IBM","United States","Vendor",0,2e+05,0,0,"Cluster","Intel Xeon E5-2670v2 10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband FDR","North America","Americas",NA,43,259,"","IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR","IBM Development Engineering","IBM","United States",2014,"Vendor",10000,0,193350,200000,0,0,202,958,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband FDR","North America","Americas"
"260",2014-06-01,148,-3.84,260,78,193350,201.83,957.98,"Submission",2014,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2 10C 2.500GHz, Infiniband FDR","",10000,"IBM Development Engineering","IBM","France","Vendor",0,2e+05,0,0,"Cluster","Intel Xeon E5-2670v2 10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband FDR","Western Europe","Europe",NA,43,260,"","IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR","IBM Development Engineering","IBM","France",2014,"Vendor",10000,0,193350,200000,0,0,202,958,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband FDR","Western Europe","Europe"
"261",2014-06-01,149,-3.84,261,79,193350,201.83,957.98,"Submission",2014,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2 10C 2.500GHz, Infiniband FDR","",10000,"IBM Development Engineering","IBM","United States","Vendor",0,2e+05,0,0,"Cluster","Intel Xeon E5-2670v2 10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband FDR","North America","Americas",NA,43,261,"","IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR","IBM Development Engineering","IBM","United States",2014,"Vendor",10000,0,193350,200000,0,0,202,958,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband FDR","North America","Americas"
"174",2014-06-01,150,-3.841,174,175,268100,388.8,689.56,"Top500",2012,"Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Dark Sand",14720,"Sandia National Laboratories","Cray Inc.","United States","Research",0,306176,2577260,1288630,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Appro Xtreme-X Supercomputer","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas",143,40,92,"Dark Sand","Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Sandia National Laboratories","Cray Inc.","United States",2012,"Research",14720,0,268100,306176,2577260,1288630,389,690,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Appro Xtreme-X Supercomputer","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas"
"98",2014-06-01,151,-3.846,98,215,396944.44,866.82,457.93,"Submission",2011,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","",15360,"United Kingdom Meteorological Office","IBM","United Kingdom","Research",0,471367.68,0,0,"MPP","POWER7 8C 3.84GHz","Power",3836,"AIX","Unix","None",8,"POWER7","Power 775","IBM pSeries","Custom Interconnect","Custom Interconnect","Northern Europe","Europe",80,38,63,"","Power 775, POWER7 8C 3.836GHz, Custom Interconnect","United Kingdom Meteorological Office","IBM","United Kingdom",2011,"Research",15360,0,396944,471368,0,0,867,458,"MPP","POWER7 8C 3.84GHz","Power",3836,"AIX","Unix","None",8,"POWER7","Power 775","IBM pSeries","Custom Interconnect","Custom Interconnect","Northern Europe","Europe"
"236",2014-06-01,152,-3.85,236,122,212553,251.2,846.15,"Submission",2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Riptide",12096,"Maui High-Performance Computing Center (MHPCC)","IBM","United States","Research",0,251597,1550025,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",192,41,149,"Riptide","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Maui High-Performance Computing Center (MHPCC)","IBM","United States",2013,"Research",12096,0,212553,251597,1550025,0,251,846,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas"
"234",2014-06-01,153,-3.851,234,123,213778,255.2,837.69,"Submission",2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","",12288,"Technische Universitaet Darmstadt","IBM","Germany","Academic",0,255590,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Western Europe","Europe",190,41,147,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Technische Universitaet Darmstadt","IBM","Germany",2013,"Academic",12288,0,213778,255590,0,0,255,838,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Western Europe","Europe"
"251",2014-06-01,154,-3.854,251,100,196234,217.2,903.47,"Top500",2013,"Inspur TS10000, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, K20M/Xeon Phi 5110P","",8412,"Shanghai Jiaotong University","Inspur","China","Academic",1900,262559.6,1671936,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Redhat Linux","Linux","K20M/Xeon Phi 5110P",8,"Intel Xeon E5 (SandyBridge)","Inspur TS10000","Inspur Cluster","Infiniband","Infiniband FDR","Eastern Asia","Asia",204,41,158,"","Inspur TS10000, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, K20M/Xeon Phi 5110P","Shanghai Jiaotong University","Inspur","China",2013,"Academic",8412,1900,196234,262560,1671936,0,217,903,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Redhat Linux","Linux","K20M/Xeon Phi 5110P",8,"Intel Xeon E5 (SandyBridge)","Inspur TS10000","Inspur Cluster","Infiniband","Infiniband FDR","Eastern Asia","Asia"
"150",2014-06-01,155,-3.858,150,195,295700,499.97,591.44,"Derived",2013,"Cray XC30, Intel Xeon E5-2695v2 12C 2.400GHz, Aries interconnect","Gottfried",17856,"HLRN at Universitaet Hannover / RRZN","Cray Inc.","Germany","Academic",0,342835,1368192,0,"MPP","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"Cray Linux Environment","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect","Western Europe","Europe",120,42,120,"Gottfried","Cray XC30, Intel Xeon E5-2695v2 12C 2.400GHz, Aries interconnect ","HLRN at Universitaet Hannover / RRZN","Cray Inc.","Germany",2013,"Academic",17856,0,295700,342835,1368192,0,NA,NA,"MPP","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect ","Western Europe","Europe"
"151",2014-06-01,156,-3.858,151,196,295700,499.97,591.44,"Derived",2013,"Cray XC30, Intel Xeon E5-2695v2 12C 2.400GHz, Aries interconnect","Konrad",17856,"HLRN at ZIB/Konrad Zuse-Zentrum fuer Informationstechnik","Cray Inc.","Germany","Academic",0,342835,1368192,0,"MPP","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"Cray Linux Environment","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect","Western Europe","Europe",121,42,121,"Konrad","Cray XC30, Intel Xeon E5-2695v2 12C 2.400GHz, Aries interconnect ","HLRN at ZIB/Konrad Zuse-Zentrum fuer Informationstechnik","Cray Inc.","Germany",2013,"Academic",17856,0,295700,342835,1368192,0,NA,NA,"MPP","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect ","Western Europe","Europe"
"309",2014-06-01,157,-3.858,309,71,176347.33,177.84,991.61,"Submission",2013,"BladeCenter HS23 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","",8976,"Classified","IBM","United States","Government",0,193882,0,0,"Cluster","Xeon E5-2680 8C 2.7GHz","Intel SandyBridge",2700,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","BladeCenter HS23 Cluster","IBM BladeCenter","Infiniband","Infiniband QDR","North America","Americas",247,42,247,"","BladeCenter HS23 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","Classified","IBM","United States",2013,"Government",8976,0,176347,193882,0,0,178,992,"Cluster","Xeon E5-2680 8C 2.7GHz","Intel SandyBridge",2700,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","BladeCenter HS23 Cluster","IBM BladeCenter","Infiniband","Infiniband QDR","North America","Americas"
"191",2014-06-01,158,-3.861,191,176,251500,365.5,688.1,"Top500",2012,"Itautec Cluster, Xeon X5670 6C 2.930GHz, Infiniband QDR, NVIDIA 2050","Grifo04",17408,"Petróleo Brasileiro S.A","Itautec","Brazil","Industry",14336,563364,1136016,0,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","NVIDIA 2050",6,"Xeon 5600-series (Westmere-EP)","Itautec Cluster","Itautec Cluster","Infiniband","Infiniband QDR","South America","Americas",156,39,68,"Grifo04","Itautec Cluster, Xeon X5670 6C 2.930GHz, Infiniband QDR, NVIDIA 2050","Petróleo Brasileiro S.A","Itautec","Brazil",2012,"Industry",17408,14336,251500,563364,1136016,0,366,688,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","NVIDIA 2050",6,"Xeon 5600-series (Westmere-EP)","Itautec Cluster","Itautec Cluster","Infiniband","Infiniband QDR","South America","Americas"
"478",2014-06-01,159,-3.863,478,59,140446,114.5,1226.6,"Top500",2013,"SGI ICE X, Intel Xeon E5-2695v2 12C 2.400GHz, Infiniband FDR","Fionn",7680,"Irish Centre for High-End Computing","SGI","Ireland","Research",0,147456,1425300,0,"Cluster","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"SUSE Linux Enterprise Server 11","Linux","None",12,"Intel Xeon E5 (IvyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","Northern Europe","Europe",358,42,358,"Fionn","SGI ICE X, Intel Xeon E5-2695v2 12C 2.400GHz, Infiniband FDR","Irish Centre for High-End Computing","SGI","Ireland",2013,"Research",7680,0,140446,147456,1425300,0,115,1227,"Cluster","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"SUSE Linux Enterprise Server 11","Linux","None",12,"Intel Xeon E5 (IvyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","Northern Europe","Europe"
